,UOK262,UOK262pFH,delta
R_C4STMO1r,0.000402413728176,0.000599871659865,-0.000197457931689
R_C4STMO2Pr,0.0,0.0,0.0
R_C4STMO2r,0.0,0.0,0.0
R_C4tcx,0.0,0.0,0.0
R_C4tmc,0.0,0.0,0.0
R_C4x,0.0,0.0,0.0
R_C60CPT1,0.0,0.0,0.0
R_C60CPT2,0.0,0.0,0.0
R_C60CRNt,0.0,0.0,0.0
R_C6COAt,0.0,0.0,0.0
R_C6CRNtcx,0.0,0.0,0.0
R_C6DCCACT,0.0,0.0,0.0
R_C6DCc,0.0,0.0,0.0
R_C80CPT1,0.0,0.0,0.0
R_C8DCc,0.0,0.0,0.0
R_C9BRxtc,0.0,0.0,0.0
R_CAATPS,0.0,0.0,0.0
R_CAMPt,0.0,0.0,0.0
R_CATm,0.0,0.0,0.0
R_CATp,0.0,0.0,0.0
R_CAt7r,0.0,0.0,0.0
R_CBASPte,0.0,0.0,0.0
R_CBPS,0.00226869344376,0.00338190475758,-0.00111321131382
R_CBPSam,0.0,0.0,0.0
R_CDIPTr,-0.000517391896969,-0.000771267763259,-0.00025387586629
R_CDPDAGtm,0.0,0.0,0.0
R_CDS,0.0,0.0,0.0
R_CDSm,0.0,0.0,0.0
R_CEPTC,0.0,0.0,0.0
R_CEPTE,0.0,0.0,0.0
R_CERK,0.0,0.0,0.0
R_CERT1gt,0.0,0.0,0.0
R_CERT1rt,0.0,0.0,0.0
R_CERT2gt,0.0,0.0,0.0
R_CERT2rt,0.0,0.0,0.0
R_CGLYt3_2,0.0,0.0,0.0
R_CGMPt,0.0,0.0,0.0
R_CH25H,0.0,0.0,0.0
R_CHAT,0.0,0.0,0.0
R_CHATn,0.0,0.0,0.0
R_CHLP,0.0,0.0,0.0
R_CHLPCTD,0.0,0.0,0.0
R_CHLtm,0.00551606839424,0.0,0.00551606839424
R_CHOLATEt,0.0,0.0,0.0
R_CHOLATEt2,0.0,0.0,0.0
R_CHOLATEt3,0.0,0.0,0.0
R_CHOLD2m,0.00551606839424,0.0,0.00551606839424
R_CHOLESACATc,0.0,0.0,0.0
R_CHOLESTTDe,0.0,0.0,0.0
R_CHOLESTle,0.0,0.0,0.0
R_CHOLK,0.00109226301574,0.00494409428817,-0.00385183127243
R_CHOLPtg,0.0,0.0,0.0
R_CHOLPtl,0.0,0.0,0.0
R_CHOLt4,0.0,0.0,0.0
R_CHOLtg,0.0,0.0,0.0
R_CHOLtn,0.0,0.0,0.0
R_CHOLtr,0.0,0.0,0.0
R_CHOLtu,0.01,0.01,0.0
R_CHSTEROLSULT,0.0,0.0,0.0
R_CHSTEROLt,0.0,0.0,0.0
R_CHSTEROLt1,0.0,0.0,0.0
R_CHSTEROLt2,0.0,0.0,0.0
R_CHSTEROLt3,0.0,0.0,0.0
R_CHSTEROLtrc,0.000402413728176,0.000599871659865,-0.000197457931689
R_CITL,0.0,0.0,0.0
R_CITRtm,0.0,0.0,0.0
R_CITt4_2,0.0,0.0,0.0
R_CITt4_4,0.0,0.0,0.0
R_CITtam,0.0,0.0,0.0
R_CITtbm,0.0,0.0,0.0
R_CK,0.0,0.0,0.0
R_CKc,0.0,0.0,0.0
R_CLCFTRte,0.0,0.0,0.0
R_CLFORtex,0.0,0.0,0.0
R_CLHCO3tex2,2.70723205415,0.388118851072,2.31911320308
R_CLI2tex,0.0,0.0,0.0
R_CLOHtex2,0.0,0.0,0.0
R_CLOXAtex2,0.0,0.0,0.0
R_CLPNDCOAtx,0.0,0.0,0.0
R_CLPNDt,0.0,0.0,0.0
R_CLS_hs,0.000229956337585,0.000342792206789,-0.000112835869204
R_CMPACNAtg,0.0,0.0,0.0
R_CMPACNAtn,0.0,0.0,0.0
R_CMPSAS,0.0,0.0,0.0
R_CMPSASn,0.0,0.0,0.0
R_CO2t,-7.7565057188,-6.41604872885,1.34045698996
R_CO2ter,-0.000402413728176,-0.000599871659865,-0.000197457931689
R_CO2tm,-6.28071956004,-3.66125858873,2.61946097131
R_CO2tp,0.0,0.0,0.0
R_COAtl,0.0,0.0,0.0
R_COAtm,0.721140498558,-0.182707018229,0.538433480329
R_COAtn,0.0,0.0,0.0
R_COAtp,-0.718726016189,0.0,0.718726016189
R_COAtr,0.0,0.0,0.0
R_COQ3m,0.0,0.0,0.0
R_COQ5m,0.0,0.0,0.0
R_COQ6m,0.0,0.0,0.0
R_COQ7m,0.0,0.0,0.0
R_CORE2GTg,0.0,0.0,0.0
R_CORE3GTg,0.0,0.0,0.0
R_CORE4GTg,0.0,0.0,0.0
R_CORE6GTg,0.0,0.0,0.0
R_COUCOAFm,0.0,0.0,0.0
R_COt,0.0,0.0,0.0
R_CPPPGO,0.0,0.0,0.0
R_CREATt4_2_r,0.0,0.0,0.0
R_CREATtmdiffir,0.0,0.0,0.0
R_CRGLZABCt,0.0,0.0,0.0
R_CRGLZtev,0.0,0.0,0.0
R_CRMPte,0.0,0.0,0.0
R_CRNATBtc,0.0,0.0,0.0
R_CRNCAR3tp,0.0,0.0,0.0
R_CRNCARtp,0.011152389243,0.0,0.011152389243
R_CRNrtx,0.0,0.0,0.0
R_CRNt,0.0,0.0,0.0
R_CRNtHa,0.0,0.0,0.0
R_CRNtim,0.0,0.0,0.0
R_CRNtuNa,0.0,0.0,0.0
R_CRNtx,0.0,0.0,0.0
R_CRTSLt,0.0,0.0,0.0
R_CRTSLtm,0.0,0.0,0.0
R_CRTSTRNt,0.0,0.0,0.0
R_CRTSTRNtm,0.0,0.0,0.0
R_CRVNCtr,0.0,0.0,0.0
R_CRVS1tev,0.0,0.0,0.0
R_CRVSATPthc,0.0,0.0,0.0
R_CRVSATPtu,0.0,0.0,0.0
R_CRVSM1hr,0.0,0.0,0.0
R_CRVSM1teb,0.0,0.0,0.0
R_CRVSM23hr,0.0,0.0,0.0
R_CRVSM23teb,0.0,0.0,0.0
R_CRVSM23tev,0.0,0.0,0.0
R_CRVSM24teb,0.0,0.0,0.0
R_CRVSM24tev,0.0,0.0,0.0
R_CRVSthc,0.0,0.0,0.0
R_CRVStu,0.0,0.0,0.0
R_CSASULPteb,0.0,0.0,0.0
R_CSASULPtev,0.0,0.0,0.0
R_CSAtd,0.0,0.0,0.0
R_CSAtu,0.0,0.0,0.0
R_CSNAT2m,0.0,0.0,0.0
R_CSNAT2x,0.0,0.0,0.0
R_CSNAT3x,0.0,0.0,0.0
R_CSNATer,0.0,0.0,0.0
R_CSNATm,0.0,0.587469738133,-0.587469738133
R_CSNATp,0.011152389243,0.0,0.011152389243
R_CSNATr,-0.011152389243,0.587469738133,-0.57631734889
R_CSm,0.976007860381,1.4208479244,-0.444840064019
R_CTPS1,0.0,0.0,0.0
R_CTPS2,0.000956238062572,0.0014254486705,-0.000469210607931
R_CTPtn,0.0,0.0,0.0
R_CVM1GLUChc,0.0,0.0,0.0
R_CVM23GLUChc,0.0,0.0,0.0
R_CYOOm2,0.0,0.0,0.0
R_CYOOm3,9.75742496875,7.00560145242,2.75182351633
R_CYOR_u10m,19.5148499375,14.0112029048,5.50364703265
R_CYSALANaEx,0.0,0.0,0.0
R_CYSASNNaEx,0.0,0.0,0.0
R_CYSATB0tc,0.0,0.0,0.0
R_CYSB0AT3tc,0.0,0.0,0.0
R_CYSGLNNaEx,0.0,0.0,0.0
R_CYSGLTH,0.1,0.0,0.1
R_CYSGLUexR,0.0,0.0,0.0
R_CYSGLYexR,0.0,0.0,0.0
R_CYSO,0.29606302836,0.294131219819,0.00193180854094
R_CYSPHELAT2tc,0.0,0.0,0.0
R_CYSSERNaEx,0.0,0.0,0.0
R_CYSSNAT4te,0.0,0.0,0.0
R_CYSSNAT5tc,0.0,0.0,0.0
R_CYSTA,0.29606302836,0.294131219819,0.00193180854094
R_CYSTALArBATtc,0.0,0.0,0.0
R_CYSTGL,0.0969816504737,0.0955005950006,0.00148105547311
R_CYSTGLUex,0.1,0.1,0.0
R_CYSTHRNaEx,0.0,0.0,0.0
R_CYSTLEUrBATtc,0.0,0.0,0.0
R_CYSTS,0.0969816504737,0.0955005950006,0.00148105547311
R_CYSTSERex,0.0,0.0,0.0
R_CYStec,0.0,0.0,0.0
R_CYTD,0.0,0.0,0.0
R_CYTDK1,0.0,0.0,0.0
R_CYTDK2m,0.0,0.0,0.0
R_CYTDn,0.0,0.0,0.0
R_CYTDt,0.0,0.0,0.0
R_CYTDt2r,0.0,0.0,0.0
R_CYTDt4,0.0,0.0,0.0
R_CYTDt5le,0.0,0.0,0.0
R_CYTDtm,0.0,0.0,0.0
R_CYTDtn,0.0,0.0,0.0
R_CYTK1,0.0,0.0,0.0
R_CYTK10,0.0,0.0,0.0
R_CYTK10n,0.0,0.0,0.0
R_CYTK11,0.0,0.0,0.0
R_CYTK11n,0.0,0.0,0.0
R_CYTK12,0.0,0.0,0.0
R_CYTK12n,0.0,0.0,0.0
R_CYTK13,0.0,0.0,0.0
R_CYTK13n,0.0,0.0,0.0
R_CYTK14,0.0,0.0,0.0
R_CYTK14n,0.0,0.0,0.0
R_CYTK1m,0.0,0.0,0.0
R_CYTK1n,0.0,0.0,0.0
R_CYTK2,0.0,0.0,0.0
R_CYTK2n,0.0,0.0,0.0
R_CYTK3,0.0,0.0,0.0
R_CYTK3n,0.0,0.0,0.0
R_CYTK4,0.0,0.0,0.0
R_CYTK4n,0.0,0.0,0.0
R_CYTK5,0.0,0.0,0.0
R_CYTK5n,0.0,0.0,0.0
R_CYTK6,0.0,0.0,0.0
R_CYTK6n,0.0,0.0,0.0
R_CYTK7,0.0,0.0,0.0
R_CYTK7n,0.0,0.0,0.0
R_CYTK8,0.0,0.0,0.0
R_CYTK8n,0.0,0.0,0.0
R_CYTK9,0.0,0.0,0.0
R_CYTK9n,0.0,0.0,0.0
R_Coqe,0.0,0.0,0.0
R_D3AIBTm,0.0,0.0,0.0
R_DADA,0.0,0.0,0.0
R_DADAe,0.0,0.0,0.0
R_DADNK,0.0,0.0,0.0
R_DADNt4,0.0,0.0,0.0
R_DAGK_hs,0.000344914781182,0.000514158906151,-0.00016924412497
R_DAGKn_hs,0.0,0.0,0.0
R_DAGt,0.0,0.0,0.0
R_DALAOXx,0.0,0.0,0.0
R_DALAt2r,0.0,0.0,0.0
R_DALAxt,0.0,0.0,0.0
R_DASCBR,0.0,0.0,0.0
R_DATPtm,0.0,0.0,0.0
R_DATPtn,0.000260037261828,0.000387633355816,-0.000127596093988
R_DCATDc,0.0,0.0,0.0
R_DCK1n,0.0,0.0,0.0
R_DCK2n,0.0,0.0,0.0
R_DCMPDA,0.0,0.0,0.0
R_DCSPTN1COAtx,0.0,0.0,0.0
R_DCSPTN1COAtxc,0.0,0.0,0.0
R_DCSPTN1CPT1,0.0,0.0,0.0
R_DCSPTN1CPT2,0.0,0.0,0.0
R_DCSPTN1CRNt,0.0,0.0,0.0
R_DCSPTN1t,0.0,0.0,0.0
R_DCTPtm,0.0,0.0,0.0
R_DCTPtn,0.000186245302752,0.000277632871548,-9.13875687958e-05
R_DCYTD,0.0,0.0,0.0
R_DCYTDn,0.0,0.0,0.0
R_DCYTt,0.0,0.0,0.0
R_DECDPtm,0.0,0.0,0.0
R_DESAT16_2,0.0,0.0,0.0
R_DESAT18_10,0.0,0.0,0.0
R_DESAT18_3,0.0,0.0,0.0
R_DESAT18_4,0.0,0.0,0.0
R_DESAT18_5,0.0,0.0,0.0
R_DESAT18_6,0.0,0.0,0.0
R_DESAT18_7,0.0,0.0,0.0
R_DESAT18_8,0.0,0.0,0.0
R_DESAT18_9,0.0,0.0,0.0
R_DESAT20_1,0.0,0.0,0.0
R_DESAT20_2,0.0,0.0,0.0
R_DESAT22_1p,0.0,0.0,0.0
R_DESAT22_2p,0.0,0.0,0.0
R_DGAT,0.0,0.0,0.0
R_DGCHOLte,0.0,0.0,0.0
R_DGCHOLtx,0.0,0.0,0.0
R_DGK1,0.0,0.0,0.0
R_DGK2m,0.0,0.0,0.0
R_DGNSKm,0.0,0.0,0.0
R_DGSNt,0.0,0.0,0.0
R_DGSNtm,0.0,0.0,0.0
R_DGTPtm,0.0,0.0,0.0
R_DGTPtn,0.00019523999223,0.000291041110207,-9.58011179772e-05
R_DGULND,0.09954010705,0.0993144449905,0.000225662059572
R_DHAAt1r,0.0,0.0,0.0
R_DHAPtc,0.0,0.0,0.0
R_DHCHOLESTANATEtm,0.0,0.0,0.0
R_DHCR241r,0.0,0.0,0.0
R_DHCR242r,0.000402413728176,0.000514158906151,-0.000111745177975
R_DHCR243r,0.0,0.0,0.0
R_DHCR71r,0.0,0.0,0.0
R_DHCR72r,0.000402413728176,0.000599871659865,-0.000197457931689
R_DHCRD1,0.000344914781182,0.0,0.000344914781182
R_DHCRD2,0.0,0.000514158906151,-0.000514158906151
R_DHDPBMTm,0.0,0.0,0.0
R_DHEASABCCte,0.0,0.0,0.0
R_DHEASULT,0.0,0.0,0.0
R_DHEASt,0.0,0.0,0.0
R_DHEAtr,0.0,0.0,0.0
R_DHFR,0.0,0.000384928184858,-0.000384928184858
R_DHFtl,0.0,0.0,0.0
R_DHFtm,0.0,0.0,0.0
R_DHGLZABCt,0.0,0.0,0.0
R_DHGLZtev,0.0,0.0,0.0
R_DHORD9,0.00226869344376,0.00338190475758,-0.00111321131382
R_DHORTS,-0.00226869344376,-0.00338190475758,-0.00111321131382
R_DHPM1,0.0,0.0,0.0
R_DHPM2,0.0,0.0,0.0
R_DHPR,0.0948819033356,0.0,0.0948819033356
R_DHPR2,0.0,0.0,0.0
R_DIDPtn,0.0,0.0,0.0
R_DIGALSGALSIDEte,0.0,0.0,0.0
R_DIGALSGALSIDEtg,0.0,0.0,0.0
R_DIGALSIDEtg,0.0,0.0,0.0
R_DIGALSIDEtl,0.0,0.0,0.0
R_DINt,0.0,0.0,0.0
R_DITPtn,0.0,0.0,0.0
R_DKMPPD,0.0,0.0,0.0
R_DLNLCGCPT1,0.0,0.0,0.0
R_DLNLCGCPT2,0.0,0.0,0.0
R_DLNLCGCRNt,0.0,0.0,0.0
R_DLNLCGt,0.0,0.0,0.0
R_DMATT,0.000804827456352,0.00119974331973,-0.000394915863377
R_DMATTx,0.0,0.0,0.0
R_DMGDHm,0.00551606839424,0.0,0.00551606839424
R_DMGtm,0.00551606839424,0.0,0.00551606839424
R_DMNONCOACRNCPT1,0.0,0.0,0.0
R_DMNONCRNt,0.0,0.0,0.0
R_DM_1a25dhvitd3_n,0.0,0.0,0.0
R_DM_4abut_n,0.0,0.0,0.0
R_DM_5hpet_r,0.0,0.0,0.0
R_DM_Lcystin,0.0,0.0,0.0
R_DM_anth,0.0,0.0,0.0
R_DM_atp_c,0.0,0.0,0.0
R_DM_datp_m,0.0,0.0,0.0
R_DM_datp_n,0.0,0.0,0.0
R_DM_dctp_m,0.0,0.0,0.0
R_DM_dctp_n,0.0,0.0,0.0
R_DM_dgtp_m,0.0,0.0,0.0
R_DM_dgtp_n,0.0,0.0,0.0
R_DM_dttp_m,0.0,0.0,0.0
R_DM_dttp_n,0.0,0.0,0.0
R_DM_ethamp_r,0.0,0.0,0.0
R_DM_fol,0.0,0.0,0.0
R_DM_ncam,0.0,0.0,0.0
R_DM_pe_hs_r,0.0,0.0,0.0
R_DM_pmtcoa_r,0.0,0.0,0.0
R_DM_pnto_R,0.0,0.0,0.0
R_DM_sprm_c,0.0,0.0,0.0
R_DM_taur_c,0.0,0.0,0.0
R_DNADtn,0.0,0.0,0.0
R_DNDPt12m,0.0,0.0,0.0
R_DNDPt13m,0.0,0.0,0.0
R_DNDPt18m,0.0,0.0,0.0
R_DNDPt19m,0.000258222543775,0.000384928184858,-0.000126705641083
R_DNDPt1m,0.0,0.0,0.0
R_DNDPt20m,0.0,0.0,0.0
R_DNDPt21m,0.0,0.0,0.0
R_DNDPt22m,0.0,0.0,0.0
R_DNDPt26m,0.0,0.0,0.0
R_DNDPt27m,0.0,0.0,0.0
R_DNDPt29m,0.0,0.0,0.0
R_DNDPt2m,0.0,0.0,0.0
R_DNDPt30m,0.0,0.0,0.0
R_DNDPt31m,0.0,0.0,0.0
R_DNDPt32m,0.0,0.0,0.0
R_DNDPt33m,0.0,0.0,0.0
R_DNDPt34m,0.0,0.0,0.0
R_DNDPt35m,0.0,0.0,0.0
R_DNDPt36m,0.0,0.0,0.0
R_DNDPt37m,0.0,0.0,0.0
R_DNDPt38m,0.0,0.0,0.0
R_DNDPt39m,0.0,0.0,0.0
R_DNDPt3m,0.0,0.0,0.0
R_DNDPt40m,0.0,0.0,0.0
R_DNDPt41m,0.0,0.0,0.0
R_DNDPt42m,0.0,0.0,0.0
R_DNDPt43m,0.0,0.0,0.0
R_DNDPt44m,0.0,0.0,0.0
R_DNDPt45m,0.0,0.0,0.0
R_DNDPt46m,0.0,0.0,0.0
R_DNDPt47m,0.0,0.0,0.0
R_DNDPt48m,0.0,0.0,0.0
R_DNDPt49m,0.0,0.0,0.0
R_DNDPt4m,0.0,0.0,0.0
R_DNDPt50m,0.0,0.0,0.0
R_DNDPt51m,0.0,0.0,0.0
R_DNDPt52m,0.0,0.0,0.0
R_DNDPt53m,0.0,0.0,0.0
R_DNDPt54m,0.0,0.0,0.0
R_DNDPt55m,0.0,0.0,0.0
R_DNDPt56m,0.0,0.0,0.0
R_DNDPt57m,0.0,0.0,0.0
R_DNDPt58m,0.0,0.0,0.0
R_DNDPt59m,0.0,0.0,0.0
R_DNDPt5m,0.0,0.0,0.0
R_DNDPt60m,0.0,0.0,0.0
R_DNDPt61m,0.0,0.0,0.0
R_DNDPt62m,0.0,0.0,0.0
R_DNDPt63m,0.0,0.0,0.0
R_DNDPt6m,0.0,0.0,0.0
R_DNDPt7m,0.0,0.0,0.0
R_DNDPt8m,0.0,0.0,0.0
R_DNDPt9m,0.0,0.0,0.0
R_DOCOSACT,0.0,0.0,0.0
R_DOLASNT_Uer,0.0,0.0,0.0
R_DOLDPP_Uer,0.0,0.0,0.0
R_DOLGLCP_Lter,0.0,0.0,0.0
R_DOLGPP_Uer,0.0,0.0,0.0
R_DOLICHOL_Uter,0.0,0.0,0.0
R_DOLK_U,0.0,0.0,0.0
R_DOLMANP_Lter,0.0,0.0,0.0
R_DOLPGT1_Uer,0.0,0.0,0.0
R_DOLPGT2_Uer,0.0,0.0,0.0
R_DOLPGT3_Uer,0.0,0.0,0.0
R_DOLPH_Uer,0.0,0.0,0.0
R_DOLPMT1_Uer,0.0,0.0,0.0
R_DOLPMT2_Uer,0.0,0.0,0.0
R_DOLPMT3_Uer,0.0,0.0,0.0
R_DOLPMT4_Uer,0.0,0.0,0.0
R_DOLPMT_U,0.0,0.0,0.0
R_DOLP_Uter,0.0,0.0,0.0
R_DOPABMO,0.0,0.0,0.0
R_DOPACHRMISO,0.0,0.0,0.0
R_DOPAENT4tc,0.0,0.0,0.0
R_DOPASFt,0.0,0.0,0.0
R_DOPASULT,0.0,0.0,0.0
R_DOPAVESSEC,0.0,0.0,0.0
R_DOPAt4_2_r,0.0,0.0,0.0
R_DOPAtu,0.0,0.0,0.0
R_DPCOAK,0.0,0.0,0.0
R_DPCOAPPe,0.0,0.0,0.0
R_DPCOAtl,0.0,0.0,0.0
R_DPGM,0.0,0.0,0.0
R_DPGase,0.0,0.0,0.0
R_DPHMBDCm,0.0,0.0,0.0
R_DPMVDc,0.00241448236906,0.00359922995919,-0.00118474759013
R_DPMVDx,0.0,0.0,0.0
R_DPPS,0.0,0.0,0.0
R_DRBK,0.0,0.0,0.0
R_DRIBt,0.0,0.0,0.0
R_DRPA,0.0,0.0,0.0
R_DSAT,0.000344914781182,0.000514158906151,-0.00016924412497
R_DSPVSteb,0.0,0.0,0.0
R_DSPVStev,0.0,0.0,0.0
R_DSREDUCr,0.0,0.0,0.0
R_DTDPtn,0.0,0.0,0.0
R_DTMPK,0.000258222543775,0.000384928184858,-0.000126705641083
R_DTMPKm,0.0,0.0,0.0
R_DTTPtm,0.0,0.0,0.0
R_DTTPtn,0.000258222543775,0.000384928184858,-0.000126705641083
R_DUDPtn,0.0,0.0,0.0
R_DUMPtn,0.0,0.0,0.0
R_DURAD,0.0,0.0,0.0
R_DURAD2,0.0,0.0,0.0
R_DURIK1,0.0,0.0,0.0
R_DURIK1m,0.0,0.0,0.0
R_DURIPP,0.0,0.0,0.0
R_DURIt,0.0,0.0,0.0
R_DURItn,0.0,0.0,0.0
R_DUTPDP,0.0,0.0,0.0
R_DUTPDPm,0.0,0.0,0.0
R_DUTPDPn,0.0,0.0,0.0
R_D_3AIBt,0.0,0.0,0.0
R_D_LACt2,0.0,0.0,0.0
R_EBP1r,0.000402413728176,0.000599871659865,-0.000197457931689
R_EBP2r,0.0,0.0,0.0
R_ECOAH12m,0.0930446985593,0.0896318442241,0.00341285433521
R_ECOAH1m,-0.0980580506025,-0.0921983284727,0.00585972212985
R_ECOAH9m,0.0943570158641,0.0915880944829,0.00276892138118
R_EICOSTETCPT1,0.0,0.0,0.0
R_EICOSTETCPT2,0.0,0.0,0.0
R_EICOSTETCRNt,0.0,0.0,0.0
R_EICOSTETt,0.0,0.0,0.0
R_ELAIDCPT1,0.0,0.0,0.0
R_ELAIDCPT2,0.0,0.0,0.0
R_ELAIDCRNt,0.0,0.0,0.0
R_ELAIDt,0.0,0.0,0.0
R_ENGASE2ly,0.0,0.0,0.0
R_ENGASE3ly,0.0,0.0,0.0
R_ENGASEly,0.0,0.0,0.0
R_ENO,2.33466580868,0.800279402996,1.53438640569
R_ESTRAABCtc,0.0,0.0,0.0
R_ESTRADIOLGLCt,0.0,0.0,0.0
R_ESTRADIOLGLCtr,0.0,0.0,0.0
R_ESTRADIOLt,0.0,0.0,0.0
R_ESTRADIOLtr,0.0,0.0,0.0
R_ESTRGLCABCCte,0.0,0.0,0.0
R_ESTRONEGLCt,0.0,0.0,0.0
R_ESTRONEGLCtr,0.0,0.0,0.0
R_ESTRONESt,0.0,0.0,0.0
R_ESTRONESt2,0.0,0.0,0.0
R_ESTRONEtr,0.0,0.0,0.0
R_ESTROSABCCte,0.0,0.0,0.0
R_ESTRSABCtc,0.0,0.0,0.0
R_ESTSULT,0.0,0.0,0.0
R_ETF,0.0,0.0,0.0
R_ETFQO,0.0,0.0,0.0
R_ETHAK,0.0,0.0,0.0
R_ETHP,0.00109226301574,0.0016282188762,-0.000535955860464
R_EX_1glyc_hs_e,0.0,0.0,0.0
R_EX_1mncam_e,0.0,0.0,0.0
R_EX_2425dhvitd3_e,0.0,0.0,0.0
R_EX_2hb_e,0.0,0.0,0.0
R_EX_2mcit_e,0.0,0.0,0.0
R_EX_34dhoxpeg_e,0.0,0.0,0.0
R_EX_34dhphe_e,0.0,0.0,0.0
R_EX_34hpp,0.0,0.0,0.0
R_EX_35cgmp_e,0.0,0.0,0.0
R_EX_3aib_D_e,0.0,0.0,0.0
R_EX_3aib_e,0.0,0.0,0.0
R_EX_3mlda_e,0.0,0.0,0.0
R_EX_3mob_e,0.0,0.0,0.0
R_EX_3mop_e,0.0,0.0,0.0
R_EX_4abut_e,0.0,0.0,0.0
R_EX_4abutn_e,0.0,0.0,0.0
R_EX_4hphac_e,0.0,0.0,0.0
R_EX_4mop_e,0.0,0.0,0.0
R_EX_4mptnl_e,0.0,0.0,0.0
R_EX_4pyrdx_e,0.0,0.0,0.0
R_EX_5adtststerone_e,0.0,0.0,0.0
R_EX_5adtststeroneglc_e,0.0,0.0,0.0
R_EX_5htrp_e,0.0,0.0,0.0
R_EX_5mta_e,0.0,0.0,0.0
R_EX_5mthf_e,0.0,0.0,0.0
R_EX_5oxpro_e,0.0,0.0,0.0
R_EX_6htststerone_e,0.0,0.0,0.0
R_EX_C02470_e,0.0,0.0,0.0
R_EX_C02528_e,0.0,0.0,0.0
R_EX_CE1940_e,0.0,0.0,0.0
R_EX_CLPND_e,0.0,0.0,0.0
R_EX_HC00229_e,0.0,0.0,0.0
R_EX_HC00250_e,0.0,0.0,0.0
R_EX_HC00342_e,0.0,0.0,0.0
R_EX_HC01441_e,0.0,0.0,0.0
R_EX_HC01444_e,0.0,0.0,0.0
R_EX_Lcystin_e,-0.1,-0.1,0.0
R_EX_Rtotal_e,0.0,0.0,0.0
R_EX_abt_e,0.0,0.0,0.0
R_EX_ac_e,0.0,0.0,0.0
R_EX_acac_e,0.0,0.0,0.0
R_EX_acald_e,0.0,0.0,0.0
R_EX_acetone_e,0.0,0.0,0.0
R_EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs_e,0.0,0.0,0.0
R_EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_e,0.0,0.0,0.0
R_EX_ach_e,0.0,0.0,0.0
R_EX_acmana_e,0.0,0.0,0.0
R_EX_ade_e,0.0,0.0,0.0
R_EX_adn_e,0.0,0.0,0.0
R_EX_adrn_e,0.0,0.0,0.0
R_EX_adrnl_e,0.0,0.0,0.0
R_EX_ahcys_e,0.0,0.0,0.0
R_EX_aicar_e,0.0,0.0,0.0
R_EX_akg_e,0.0198185459751,0.0115209981225,0.0082975478526
R_EX_ala_B_e,0.0,0.0,0.0
R_EX_ala_D_e,0.0,0.0,0.0
R_EX_ala_L_e,0.0,0.0,0.0
R_EX_aldstrn_e,0.0,0.0,0.0
R_EX_amp_e,0.0,0.0,0.0
R_EX_andrstrn_e,0.0,0.0,0.0
R_EX_andrstrnglc_e,0.0,0.0,0.0
R_EX_anth_e,0.0,0.0,0.0
R_EX_aprgstrn_e,0.0,0.0,0.0
R_EX_arachd_e,0.0,0.0,0.0
R_EX_arg_L_e,-1.0,-1.0,0.0
R_EX_asn_L_e,0.000749591041254,0.00196755895091,-0.00121796790966
R_EX_asp_L_e,-0.00161539321881,0.00188492930626,-0.00026953608745
R_EX_atp_e,0.0,0.0,0.0
R_EX_bhb_e,0.0,0.0,0.0
R_EX_bildglcur_e,0.0,0.0,0.0
R_EX_bilglcur_e,0.0,0.0,0.0
R_EX_bilirub_e,0.0,0.0,0.0
R_EX_camp_e,0.0,0.0,0.0
R_EX_cbasp_e,0.0,0.0,0.0
R_EX_cgly_e,0.0,0.0,0.0
R_EX_chol_e,-0.01,-0.01,0.0
R_EX_cholate_e,0.0,0.0,0.0
R_EX_chsterol_e,0.0,0.0,0.0
R_EX_cit_e,0.0,0.0,0.0
R_EX_citr_L_e,0.0,0.0,0.0
R_EX_co2_e,7.7565057188,6.41604872885,1.34045698996
R_EX_co_e,0.0,0.0,0.0
R_EX_creat_e,0.0,0.0,0.0
R_EX_crmp_hs_e,0.0,0.0,0.0
R_EX_crtsl_e,0.0,0.0,0.0
R_EX_crtstrn_e,0.0,0.0,0.0
R_EX_crvnc_e,0.0,0.0,0.0
R_EX_cys_L_e,0.0,0.0,0.0
R_EX_cytd_e,0.0,0.0,0.0
R_EX_dad_2_e,0.0,0.0,0.0
R_EX_dag_hs_e,0.0,0.0,0.0
R_EX_dcmp_e,0.0,0.0,0.0
R_EX_dcsptn1_e,0.0,0.0,0.0
R_EX_dcyt_e,0.0,0.0,0.0
R_EX_ddca_e,0.0,0.0,0.0
R_EX_dgchol_e,0.0,0.0,0.0
R_EX_dgsn_e,0.0,0.0,0.0
R_EX_dheas_e,0.0,0.0,0.0
R_EX_digalsgalside_hs_e,0.0,0.0,0.0
R_EX_din_e,0.0,0.0,0.0
R_EX_dlnlcg_e,0.0,0.0,0.0
R_EX_dopa_e,0.0,0.0,0.0
R_EX_dopasf_e,0.0,0.0,0.0
R_EX_drib_e,0.0,0.0,0.0
R_EX_duri_e,0.0,0.0,0.0
R_EX_eicostet_e,0.0,0.0,0.0
R_EX_elaid_e,0.0,0.0,0.0
R_EX_estradiol_e,0.0,0.0,0.0
R_EX_estradiolglc_e,0.0,0.0,0.0
R_EX_estroneglc_e,0.0,0.0,0.0
R_EX_estrones_e,0.0,0.0,0.0
R_EX_fad_e,0.0,0.0,0.0
